year,timerange,division,death,injuries
2020,Evening,D23,0,0
2020,Night,D13,0,6
2020,Night,D43,0,0
2020,Night,D31,1,0
2020,Night,D11,0,0
2020,Night,D32,0,0
2020,Night,D33,0,0
2020,Night,D31,0,0
2020,Night,D31,0,1
2020,Night,D43,0,0
2020,Night,D32,0,0
2020,Night,D31,0,0
2020,Night,D22,0,1
2020,Evening,D11,0,0
2020,Night,D42,0,0
2020,Evening,D23,0,0
2020,Night,D42,0,0
2020,Evening,D32,0,2
2020,Afternoon,D11,1,0
2020,Evening,D31,0,0
2020,Night,D31,0,0
2020,Evening,D31,0,1
2020,Evening,D11,0,0
2020,Night,D12,0,0
2020,Night,D42,0,0
2020,Evening,D42,1,0
2020,Evening,D31,0,0
2020,Evening,D23,0,0
2020,Night,D42,0,0
2020,Evening,D31,0,1
2020,Evening,D43,0,0
2020,Evening,D23,0,0
2020,Evening,D43,0,1
2020,Evening,D31,0,0
2020,Evening,D31,1,1
2020,Evening,D31,0,1
2020,Night,D31,0,0
2020,Evening,D32,0,0
2020,Evening,D32,0,0
2020,Evening,D31,0,2
2020,Evening,D32,0,1
2020,Night,D55,0,1
2020,Evening,D23,1,1
2020,Evening,D31,1,0
2020,Night,D32,0,0
2020,Evening,D31,0,0
2020,Night,D41,0,0
2020,Evening,D31,0,0
2020,Evening,D51,0,0
2020,Evening,D41,0,1
2020,Evening,D41,0,0
2020,Morning,D12,1,0
2020,Night,D43,0,0
2020,Morning,D31,1,2
2020,Afternoon,D32,0,1
2020,Evening,D43,0,0
2020,Night,D55,0,0
2020,Evening,D32,1,0
2020,Morning,D43,0,0
2020,Afternoon,D11,0,0
2020,Night,D55,0,0
2020,Night,D31,0,0
2020,Night,D31,0,0
2020,Morning,D31,0,0
2020,Afternoon,D31,0,0
2020,Night,D33,0,0
2020,Afternoon,D12,0,0
2020,Night,D32,0,0
2020,Night,D52,0,0
2020,Afternoon,D31,0,0
2020,Evening,D31,0,0
2020,Morning,D43,0,1
2020,Night,D22,0,0
2020,Night,D51,0,0
2020,Night,D33,0,0
2020,Night,D41,0,0
2020,Evening,D53,0,1
2020,Night,D43,0,0
2020,Afternoon,D41,1,0
2020,Evening,D31,0,0
2020,Afternoon,D31,0,0
2020,Afternoon,D31,0,0
2020,Evening,D31,0,0
2020,Evening,D42,0,0
2020,Afternoon,D31,0,0
2020,Evening,D31,0,1
2020,Afternoon,D31,1,3
2020,Evening,D42,0,0
2020,Afternoon,D14,0,1
2020,Evening,D12,0,1
2020,Evening,D23,0,1
2020,Evening,D42,0,1
2020,Afternoon,D11,0,0
2020,Evening,D32,0,0
2020,Evening,D43,0,0
2020,Night,D32,0,0
2020,Evening,D41,0,0
2020,Evening,D42,0,0
2020,Evening,D42,0,0
2020,Evening,D23,0,0
2020,Afternoon,D11,0,1
2020,Night,D55,0,0
2020,Night,D31,0,1
2020,Night,D55,0,1
2020,Evening,D11,0,0
2020,Afternoon,D13,1,1
2020,Evening,D31,0,0
2020,Evening,D23,0,0
2020,Night,D31,0,0
2020,Morning,D31,0,1
2020,Evening,D23,0,0
2020,Evening,D43,0,2
2020,Morning,D14,0,1
2020,Afternoon,D43,0,1
2020,Night,D42,0,0
2020,Afternoon,D12,0,0
2020,Night,D13,0,0
2020,Evening,D42,0,1
2020,Night,D55,0,0
2020,Night,D33,0,0
2020,Afternoon,D55,0,1
2020,Afternoon,D53,0,0
2020,Morning,D23,0,0
2020,Afternoon,D43,0,1
2020,Morning,D11,0,0
2020,Evening,D13,0,1
2021,Night,D43,0,0
2021,Night,D12,0,0
2021,Morning,D14,0,1
2021,Evening,D13,0,1
2021,Evening,D23,0,0
2021,Afternoon,D43,0,2
2021,Night,D42,0,0
2021,Night,D32,0,0
2021,Evening,D32,0,0
2021,Afternoon,D42,0,1
2021,Evening,D31,0,0
2021,Afternoon,D31,0,0
2021,Afternoon,D23,0,0
2021,Evening,D23,0,0
2021,Evening,D23,0,0
2021,Afternoon,D31,1,0
2021,Night,D32,0,0
2021,Evening,D31,0,1
2021,Evening,D32,0,0
2021,Evening,D31,1,0
2021,Night,D33,0,0
2021,Night,D12,0,1
2021,Morning,D23,0,0
2021,Night,D32,0,0
2021,Evening,D53,1,1
2021,Evening,D32,0,0
2021,Evening,D12,1,0
2021,Night,D51,0,3
2021,Evening,D42,1,1
2021,Evening,D41,1,0
2021,Evening,D32,1,0
2021,Evening,D55,1,0
2021,Night,D55,0,1
2021,Evening,D23,0,0
2021,Evening,D33,0,0
2021,Night,D31,0,1
2021,Night,D31,0,1
2021,Evening,D23,1,0
2021,Evening,D55,0,1
2021,Evening,D42,0,0
2021,Afternoon,D31,0,0
2021,Evening,D14,0,1
2021,Evening,D55,0,0
2021,Night,D13,0,0
2021,Evening,D31,0,0
2021,Evening,D43,0,0
2021,Night,D52,0,0
2021,Afternoon,D41,0,0
2021,Evening,D51,0,0
2021,Morning,D43,0,0
2021,Evening,D23,0,0
2021,Afternoon,D13,0,0
2021,Afternoon,D14,0,0
2021,Night,D23,0,0
2021,Morning,D12,0,0
2021,Night,D55,0,0
2021,Afternoon,D32,0,0
2021,Afternoon,D22,0,1
2021,Afternoon,D42,0,0
2021,Evening,D23,0,1
2021,Night,D41,0,0
2021,Night,D33,0,0
2021,Evening,D51,0,1
2021,Evening,D12,0,1
2021,Night,D12,0,0
2021,Night,D33,0,0
2021,Night,D41,0,0
2021,Night,D41,0,0
2021,Night,D11,0,0
2021,Night,D11,0,1
2021,Night,D22,0,1
2021,Evening,D31,0,0
2021,Evening,D23,0,2
2021,Evening,D31,0,1
2021,Afternoon,D23,1,1
2021,Night,D23,0,0
2021,Night,D31,0,0
2021,Evening,D12,0,1
2021,Afternoon,D12,0,1
2021,Evening,D33,0,0
2021,Night,D42,0,1
2021,Evening,D23,0,0
2021,Afternoon,D14,0,0
2021,Evening,D23,0,1
2021,Afternoon,D43,0,0
2021,Evening,D31,0,1
2021,Evening,D31,0,1
2021,Afternoon,D31,0,0
2021,Morning,D23,0,1
2021,Afternoon,D32,0,1
2021,Evening,D31,0,1
2021,Evening,D32,0,0
2021,Evening,D31,0,0
2021,Afternoon,D14,0,0
2021,Night,D42,0,0
2021,Night,D32,0,0
2021,Evening,D12,1,0
2021,Evening,D23,0,0
2021,Afternoon,D22,0,1
2021,Night,D11,0,0
2021,Afternoon,D31,0,0
2021,Night,D12,0,0
2021,Night,D31,0,1
2021,Evening,D42,0,0
2021,Morning,D43,0,0
2021,Evening,D22,0,0
2021,Evening,D42,0,0
2021,Night,D31,0,0
2021,Morning,D22,0,1
2021,Afternoon,D22,0,1
2021,Night,D23,0,0
2021,Night,D41,0,0
2021,Morning,D55,0,0
2021,Night,D11,0,0
2021,Night,D33,0,0
2021,Night,D12,0,0
2021,Afternoon,D23,1,3
2021,Afternoon,D41,0,1
2021,Night,D43,0,0
2021,Afternoon,D41,0,1
2021,Night,D42,0,0
2021,Evening,D11,0,1
2021,Evening,D11,0,0
2021,Night,D14,0,1
2021,Evening,D42,0,0
2021,Afternoon,D23,0,0
2021,Evening,D43,0,0
2021,Afternoon,D32,0,0
2021,Evening,D55,0,0
2021,Evening,D31,0,0
2021,Evening,D12,0,0
2021,Evening,D31,0,0
2021,Afternoon,D13,0,0
2021,Evening,D11,0,1
2021,Evening,D23,0,1
2021,Afternoon,D11,0,1
2021,Night,D42,0,1
2021,Evening,D51,0,3
2021,Evening,D41,0,0
2021,Evening,D23,0,0
2021,Evening,D31,0,1
2021,Afternoon,D41,0,0
2021,Night,D12,0,0
2021,Evening,D22,0,0
2021,Morning,D42,0,0
2021,Evening,D31,0,0
2021,Afternoon,D11,0,0
2021,Night,D43,1,1
2021,Afternoon,D31,0,0
2021,Evening,D31,0,0
2021,Night,D11,0,0
2021,Evening,D41,0,1
2021,Evening,D43,2,0
2021,Night,D14,0,1
2021,Night,D42,0,2
2021,Evening,D41,0,0
2021,Night,D12,1,0
2021,Night,D31,0,0
2021,Afternoon,D31,0,0
2021,Evening,D23,0,4
2021,Morning,D12,0,0
2021,Night,D14,0,0
2021,Night,D55,0,0
2021,Evening,D41,0,0
2021,Evening,D22,0,0
2021,Night,D51,0,0
2021,Night,D55,0,0
2021,Night,D12,1,0
2021,Evening,D55,0,2
2021,Night,D32,0,0
2021,Night,D12,0,0
2021,Night,D31,0,0
2021,Evening,D12,0,0
2021,Afternoon,D31,0,0
2021,Evening,D51,0,1
2021,Evening,D23,0,0
2021,Evening,D12,0,1
2021,Afternoon,D12,0,0
2021,Evening,D23,0,0
2021,Night,D55,1,2
2021,Evening,D41,1,0
2021,Evening,D41,0,0
2021,Night,D14,0,0
2021,Evening,D31,1,0
2021,Evening,D42,0,1
2021,Night,D32,0,0
2021,Afternoon,D42,0,1
2021,Night,D51,0,0
2021,Evening,D12,0,0
2021,Afternoon,D22,0,0
2021,Night,D14,0,1
2021,Afternoon,D31,0,4
2021,Night,D14,0,0
2021,Evening,D23,0,1
2021,Night,D14,0,1
2021,Night,D43,0,1
2021,Night,D42,0,0
2021,Night,D53,0,1
2021,Night,D14,0,0
2021,Afternoon,D22,0,1
2021,Night,D23,0,0
2021,Evening,D42,0,0
2021,Night,D43,0,0
2021,Night,D14,0,0
2021,Evening,D55,0,2
2021,Evening,D31,0,1
2021,Evening,D13,0,1
2021,Night,D41,0,0
2021,Evening,D23,0,0
2021,Night,D23,1,0
2021,Night,D23,0,1
2021,Night,D31,0,0
2021,Evening,D31,0,1
2021,Night,D12,0,0
2021,Afternoon,D42,0,0
2021,Evening,D42,0,0
2021,Evening,D51,0,1
2021,Evening,D33,0,0
2021,Night,D12,0,0
2021,Night,D51,0,1
2021,Afternoon,D31,0,1
2021,Evening,D32,0,2
2021,Evening,D23,0,0
2021,Afternoon,D31,0,0
2021,Evening,D55,0,0
2021,Evening,D12,0,1
2021,Evening,D41,0,0
2021,Afternoon,D31,0,0
2021,Morning,D31,0,0
2021,Night,D22,0,1
2021,Night,D14,0,0
2021,Evening,D31,0,0
2021,Evening,D42,0,0
2021,Afternoon,D43,0,0
2021,Night,D53,0,0
2021,Afternoon,D43,0,0
2021,Night,D14,2,2
2021,Afternoon,D14,0,0
2021,Night,D31,0,0
2021,Night,D32,0,1
2021,Morning,D43,0,0
2021,Evening,D43,0,0
2021,Afternoon,D22,0,0
2021,Evening,D42,0,0
2021,Evening,D12,1,2
2021,Evening,D51,0,1
2021,Evening,D12,0,0
2021,Night,D31,0,1
2021,Night,D42,0,2
2021,Night,D22,0,0
2021,Night,D12,0,0
2021,Evening,D43,0,0
2021,Night,D22,0,0
2021,Evening,D43,0,0
2021,Evening,D43,0,0
2021,Morning,D52,0,0
2021,Evening,D42,0,3
2021,Morning,D55,0,1
2021,Evening,D31,0,2
2021,Night,D33,0,0
2021,Morning,D22,1,0
2021,Night,D14,0,1
2021,Evening,D51,0,1
2021,Night,D55,0,1
2021,Night,D52,1,1
2021,Night,D12,0,0
2021,Morning,D51,0,0
2021,Afternoon,D32,0,0
2021,Evening,D42,0,0
2021,Evening,D55,0,1
2021,Evening,D55,0,0
2021,Night,D53,0,0
2021,Evening,D41,0,0
2021,Morning,D12,0,0
2021,Night,D43,0,0
2021,Afternoon,D32,1,0
2021,Evening,D43,0,0
2021,Evening,D11,0,1
2021,Night,D31,0,1
2021,Evening,D31,0,1
2021,Night,D14,0,0
2021,Night,D42,0,0
2021,Evening,D31,1,0
2021,Night,D31,0,1
2021,Evening,D12,0,0
2021,Evening,D32,0,0
2021,Night,D14,0,0
2021,Night,D31,0,1
2021,Night,D43,0,0
2021,Night,D23,0,0
2021,Night,D31,0,0
2021,Afternoon,D12,0,1
2021,Evening,D51,0,0
2021,Afternoon,D53,0,1
2021,Night,D42,0,0
2021,Night,D42,0,0
2021,Afternoon,D23,0,0
2021,Evening,D41,1,0
2021,Night,D31,0,0
2021,Evening,D51,1,2
2021,Night,D31,0,0
2021,Night,D31,0,0
2021,Afternoon,D42,0,0
2021,Evening,D31,0,0
2021,Night,D42,1,0
2021,Night,D42,0,0
2021,Night,D14,0,0
2021,Night,D23,0,1
2021,Morning,D13,0,0
2021,Morning,D33,0,0
2021,Night,D51,0,1
2021,Night,D51,0,1
2021,Morning,D43,0,0
2021,Night,D42,0,0
2021,Night,D55,0,0
2021,Evening,D12,0,0
2021,Night,D55,0,0
2021,Evening,D43,0,0
2021,Evening,D12,0,1
2021,Night,D41,0,0
2021,Evening,D53,0,2
2021,Evening,D43,0,1
2021,Afternoon,D31,0,0
2021,Evening,D14,0,2
2021,Night,D12,0,0
2021,Evening,D42,1,0
2021,Afternoon,D14,0,0
2021,Night,D31,1,0
2021,Night,D52,0,1
2021,Evening,D33,0,1
2021,Evening,D55,0,0
2021,Night,D14,0,0
2021,Night,D14,0,0
2021,Afternoon,D52,0,0
2021,Night,D23,0,1
2021,Night,D31,1,1
2021,Afternoon,D12,1,0
2021,Night,D12,1,0
2021,Night,D31,1,0
2021,Night,D14,0,0
2021,Evening,D41,1,0
2021,Night,D23,0,1
2021,Morning,D13,0,1
2021,Evening,D51,0,1
2021,Night,D33,0,1
2021,Night,D42,1,0
2021,Evening,D43,0,0
2021,Evening,D13,0,0
2021,Evening,D55,0,0
2021,Night,D41,1,0
2021,Night,D14,0,1
2021,Night,D22,0,0
2021,Evening,D43,0,1
2021,Evening,D43,0,0
2021,Night,D43,0,2
2021,Evening,D32,0,0
2021,Evening,D11,0,0
2021,Evening,D43,0,1
2021,Afternoon,D43,0,0
2021,Night,D13,0,0
2021,Night,D51,0,0
2021,Evening,D12,0,0
2021,Evening,D41,0,2
2021,Evening,D43,1,0
2021,Night,D42,0,0
2021,Night,D23,0,0
2021,Night,D14,0,1
2021,Evening,D55,0,1
2021,Night,D41,0,1
2021,Evening,D43,0,0
2021,Night,D43,0,0
2021,Night,D14,0,2
2021,Night,D42,1,0
2021,Evening,D11,0,1
2021,Evening,D42,0,0
2021,Morning,D55,0,0
2021,Night,D43,0,0
2021,Morning,D43,0,0
2021,Night,D42,0,0
2021,Evening,D43,0,1
2021,Evening,D42,0,0
2021,Night,D52,0,1
2021,Evening,D31,0,1
2021,Night,D42,1,0
2021,Evening,D23,0,0
2021,Night,D31,0,1
2021,Evening,D55,0,0
2021,Evening,D12,0,0
2021,Night,D33,0,0
2021,Afternoon,D12,0,0
2021,Afternoon,D11,0,1
2021,Evening,D43,0,0
2021,Afternoon,D43,0,0
2021,Night,D43,0,1
2021,Morning,D51,0,0
2021,Afternoon,D43,0,1
2021,Night,D23,0,0
2021,Evening,D31,1,0
2021,Evening,D32,1,0
2021,Night,D11,0,0
2021,Morning,D13,0,0
2021,Afternoon,D12,0,0
2021,Evening,D12,1,0
2021,Night,D32,0,0
2021,Morning,D51,0,0
2021,Night,D31,0,1
2021,Evening,D41,0,0
2021,Evening,D22,0,1
2021,Evening,D43,0,0
2022,Night,D53,0,3
2022,Afternoon,D12,1,0
2022,Night,D55,0,0
2022,Afternoon,D22,1,0
2022,Evening,D22,2,1
2022,Night,D42,0,1
2022,Afternoon,D42,0,1
2022,Evening,D31,0,1
2022,Night,D31,0,0
2022,Evening,D41,0,0
2022,Afternoon,D11,0,0
2022,Evening,D22,0,1
2022,Afternoon,D51,0,0
2022,Evening,D53,1,0
2022,Evening,D31,0,0
2022,Night,D53,0,0
2022,Evening,D32,0,0
2022,Evening,D23,0,1
2022,Night,D11,0,0
2022,Night,D23,1,0
2022,Evening,D55,1,0
2022,Evening,D33,0,0
2022,Night,D12,0,1
2022,Night,D12,1,0
2022,Evening,D53,1,0
2022,Night,D31,0,0
2022,Afternoon,D43,0,0
2022,Evening,D55,0,1
2022,Morning,D12,0,0
2022,Evening,D31,0,1
2022,Evening,D42,0,0
2022,Evening,D51,0,0
2022,Morning,D55,0,1
2022,Night,D33,0,0
2022,Morning,D31,0,1
2022,Afternoon,D51,0,1
2022,Evening,D42,0,1
2022,Night,D32,0,2
2022,Evening,D51,0,1
2022,Night,D43,0,0
2022,Night,D31,0,1
2022,Evening,D55,0,0
2022,Evening,D11,0,1
2022,Night,D12,0,0
2022,Evening,D55,0,0
2022,Afternoon,D23,0,0
2022,Afternoon,D41,0,3
2022,Morning,D55,0,0
2022,Afternoon,D31,0,1
2022,Afternoon,D41,1,0
2022,Night,D53,0,0
2022,Morning,D55,0,0
2022,Afternoon,D32,1,0
2022,Evening,D33,0,0
2022,Afternoon,D32,0,0
2022,Night,D12,1,0
2022,Night,D43,0,0
2022,Night,D31,0,0
2022,Afternoon,D33,0,0
2022,Evening,D31,0,1
2022,Morning,D14,0,1
2022,Night,D32,0,1
2022,Night,D31,0,0
2022,Evening,D43,0,1
2022,Afternoon,D43,1,0
2022,Evening,D14,0,0
2022,Evening,D31,0,0
2022,Night,D41,0,0
2022,Afternoon,D12,0,0
2022,Afternoon,D12,0,1
2022,Night,D41,0,0
2022,Night,D14,0,0
2022,Morning,D14,0,1
2022,Night,D22,0,0
2022,Evening,D53,0,0
2022,Evening,D41,0,0
2022,Night,D31,0,0
2022,Night,D32,0,0
2022,Evening,D55,0,0
2022,Evening,D55,0,0
2022,Morning,D43,0,0
2022,Night,D51,0,0
2022,Afternoon,D31,0,0
2022,Night,D13,0,0
2022,Evening,D32,0,0
2022,Evening,D42,0,0
2022,Night,D23,0,1
2022,Night,D42,0,0
2022,Evening,D33,0,0
2022,Afternoon,D43,0,1
2022,Night,D32,0,0
2022,Night,D32,0,0
2022,Evening,D53,0,0
2022,Evening,D43,0,0
2022,Evening,D23,0,0
2022,Evening,D31,0,0
2022,Afternoon,D51,1,0
2022,Evening,D43,0,0
2022,Night,D13,0,0
2022,Afternoon,D31,0,1
2022,Night,D13,0,0
2022,Evening,D51,1,0
2022,Night,D52,0,0
2022,Evening,D13,0,0
2022,Night,D12,0,1
2022,Night,D33,0,0
2022,Afternoon,D41,0,0
2022,Night,D51,0,0
2022,Night,D23,0,1
2022,Night,D42,0,0
2022,Evening,D41,0,0
2022,Night,D31,0,0
2022,Night,D43,0,5
2022,Evening,D43,0,0
2022,Evening,D33,0,0
2022,Night,D55,0,0
2022,Night,D53,0,0
2022,Evening,D23,0,0
2022,Night,D51,0,0
2022,Afternoon,D22,0,0
2022,Afternoon,D31,0,0
2022,Night,D41,0,0
2022,Morning,D55,0,1
2022,Afternoon,D51,0,0
2022,Night,D52,0,0
2022,Evening,D11,1,1
2022,Afternoon,D23,0,0
2022,Night,D31,0,0
2022,Morning,D31,0,1
2022,Afternoon,D23,1,1
2022,Night,D43,0,0
2022,Evening,D23,0,0
2022,Night,D31,0,0
2022,Night,D51,0,1
2022,Night,D51,0,0
2022,Evening,D42,0,0
2022,Night,D11,0,0
2022,Night,D42,1,1
2022,Afternoon,D43,0,0
2022,Evening,D31,1,0
2022,Night,D42,0,1
2022,Evening,D33,0,0
2022,Evening,D33,0,1
2022,Evening,D31,0,0
2022,Night,D33,0,1
2022,Evening,D13,0,0
2022,Morning,D33,0,1
2022,Afternoon,D41,0,0
2022,Evening,D55,0,0
2022,Night,D43,0,0
2022,Night,D41,0,0
2022,Night,D31,0,0
2022,Evening,D13,0,0
2022,Evening,D42,0,0
2022,Night,D33,0,1
2022,Night,D31,0,0
2022,Afternoon,D51,0,0
2022,Evening,D55,0,0
2022,Evening,D55,0,2
2022,Evening,D22,0,0
2022,Afternoon,D31,0,0
2022,Evening,D31,0,1
2022,Evening,D43,0,1
2022,Afternoon,D23,0,0
2022,Evening,D22,0,0
2022,Evening,D31,0,0
2022,Night,D51,0,0
2022,Night,D12,0,0
2022,Night,D31,0,0
2022,Night,D12,0,0
2022,Night,D33,0,1
2022,Evening,D51,0,1
2022,Night,D13,1,0
2022,Morning,D11,0,1
2022,Afternoon,D43,0,0
2022,Evening,D43,0,0
2022,Evening,D43,1,0
2022,Night,D51,0,1
2022,Afternoon,D31,0,0
2022,Afternoon,D33,0,0
2022,Night,D55,0,0
2022,Evening,D23,0,0
2022,Evening,D32,1,0
2022,Night,D32,0,0
2022,Evening,D41,0,1
2022,Morning,D41,0,0
2022,Evening,D23,1,1
2022,Night,D32,0,1
2022,Night,D43,0,0
2022,Afternoon,D13,1,0
2022,Afternoon,D12,0,2
2022,Afternoon,D32,0,1
2022,Evening,D42,0,4
2022,Evening,D43,0,0
2022,Evening,D43,0,0
2022,Evening,D32,0,0
2022,Evening,D12,0,0
2022,Night,D51,0,0
2022,Evening,D23,0,1
2022,Evening,D41,0,0
2022,Night,D12,0,0
2022,Morning,D22,0,0
2022,Afternoon,D51,0,0
2022,Night,D32,0,0
2022,Evening,D55,0,1
2022,Afternoon,D55,0,0
2022,Night,D41,0,6
2022,Afternoon,D43,0,1
2022,Morning,D22,0,0
2022,Night,D23,0,1
2022,Evening,D23,0,0
2022,Night,D43,0,0
2022,Night,D31,0,1
2022,Evening,D55,1,0
2022,Evening,D43,0,0
2022,Evening,D33,0,2
2022,Night,D23,0,0
2022,Morning,D55,0,0
2022,Night,D11,0,0
2022,Evening,D23,0,0
2022,Evening,D23,0,0
2022,Evening,D52,1,0
2022,Night,D14,1,1
2022,Evening,D55,0,1
2022,Night,D13,0,1
2022,Night,D14,0,0
2022,Night,D32,0,0
2022,Night,D11,0,0
2022,Morning,D51,0,0
2022,Evening,D31,0,0
2022,Afternoon,D51,0,0
2022,Night,D11,0,1
2022,Night,D32,0,0
2022,Night,D13,0,0
2022,Evening,D23,0,1
2022,Night,D42,0,0
2022,Night,D41,0,1
2022,Night,D33,0,0
2022,Night,D42,0,1
2022,Evening,D41,0,1
2022,Evening,D12,0,0
2022,Night,D51,0,0
2022,Afternoon,D31,0,0
2022,Night,D33,0,0
2022,Night,D42,0,1
2022,Night,D22,0,2
2022,Night,D12,1,1
2022,Morning,D14,0,1
2022,Evening,D53,0,1
2022,Evening,D55,0,0
2022,Night,D23,0,0
2022,Afternoon,D32,0,0
2022,Night,D43,0,1
2022,Night,D43,0,0
2022,Evening,D31,0,0
2022,Afternoon,D12,0,0
2022,Evening,D31,0,0
2022,Night,D43,0,1
2022,Night,D23,0,0
2022,Night,D41,0,0
2022,Afternoon,D55,0,0
2022,Evening,D13,0,0
2022,Morning,D31,1,0
2022,Evening,D41,0,1
2022,Night,D12,0,0
2022,Night,D43,0,0
2022,Night,D14,0,1
2022,Night,D51,0,0
2022,Evening,D31,0,0
2022,Evening,D42,0,0
2022,Afternoon,D31,0,0
2022,Night,D32,0,0
2022,Night,D31,0,0
2022,Night,D31,0,0
2022,Afternoon,D13,0,0
2022,Night,D14,0,1
2022,Night,D13,0,1
2022,Night,D14,0,0
2022,Night,D12,0,0
2022,Morning,D41,0,0
2022,Evening,D13,0,0
2022,Evening,D32,0,1
2022,Evening,D14,0,0
2022,Night,D31,0,1
2022,Night,D13,0,0
2022,Night,D31,1,0
2022,Night,D52,0,1
2022,Night,D11,0,2
2022,Morning,D23,0,1
2022,Night,D14,0,3
2022,Night,D22,0,0
2022,Night,D41,0,0
2022,Night,D12,0,0
2022,Morning,D53,0,0
2022,Evening,D22,1,1
2022,Evening,D12,0,0
2022,Evening,D43,0,1
2022,Evening,D32,0,1
2022,Night,D42,0,0
2022,Night,D23,0,0
2022,Night,D14,0,1
2022,Evening,D13,0,0
2022,Morning,D43,0,1
2022,Evening,D13,0,0
2022,Afternoon,D41,1,0
2022,Evening,D14,0,1
2022,Night,D32,0,1
2022,Evening,D42,0,0
2022,Afternoon,D31,0,1
2022,Afternoon,D43,0,1
2022,Evening,D43,0,1
2022,Afternoon,D43,0,0
2022,Evening,D43,0,0
2022,Morning,D33,0,1
2022,Evening,D31,0,0
2022,Night,D53,0,0
2022,Evening,D23,0,0
2022,Afternoon,D31,1,0
2022,Evening,D12,1,1
2022,Evening,D32,1,2
2022,Evening,D42,0,0
2022,Afternoon,D51,0,1
2022,Night,D11,0,0
2022,Night,D12,0,1
2022,Night,D42,0,1
2022,Evening,D41,0,0
2022,Afternoon,D43,0,0
2022,Evening,D43,0,1
2022,Night,D13,0,0
2022,Night,D14,1,0
2022,Afternoon,D13,0,0
2022,Night,D52,0,1
2022,Night,D31,0,1
2022,Night,D33,0,1
2022,Afternoon,D42,0,1
2022,Evening,D43,0,0
2022,Morning,D52,0,0
2022,Night,D43,0,0
2022,Afternoon,D55,1,0
2022,Night,D23,0,0
2022,Afternoon,D43,1,1
2022,Night,D31,0,0
2022,Evening,D43,0,0
2022,Evening,D14,0,1
2022,Night,D33,0,0
2022,Night,D55,0,0
2022,Evening,D42,1,0
2022,Afternoon,D14,0,0
2022,Afternoon,D14,1,3
2022,Evening,D32,0,0
2022,Night,D14,0,0
2022,Evening,D23,0,0
2022,Afternoon,D23,1,0
2022,Evening,D11,0,0
2022,Night,D23,0,0
2022,Evening,D31,0,1
2022,Evening,D43,0,1
2022,Night,D51,0,1
2022,Evening,D42,0,0
2022,Evening,D41,0,2
2022,Evening,D14,0,1
2022,Evening,D12,0,0
2022,Afternoon,D32,0,0
2022,Night,D42,0,0
2022,Night,D51,0,1
2022,Night,D41,0,1
2022,Evening,D55,1,1
2022,Night,D33,0,0
2022,Morning,D14,0,0
2022,Afternoon,D43,0,1
2022,Night,D43,1,0
2022,Afternoon,D43,0,1
2022,Night,D14,0,0
2022,Evening,D32,0,0
2022,Afternoon,D11,0,0
2022,Evening,D13,0,0
2022,Evening,D23,0,0
2022,Evening,D55,0,0
2022,Evening,D42,1,0
2022,Morning,D13,0,0
2023,Morning,D52,0,0
2023,Night,D55,0,1
2023,Night,D12,0,1
2023,Evening,D22,0,1
2023,Night,D23,0,1
2023,Night,D31,0,0
2023,Evening,D23,0,1
2023,Afternoon,D55,0,1
2023,Afternoon,D33,0,3
2023,Night,D42,0,0
2023,Afternoon,D53,0,1
2023,Evening,D11,0,0
2023,Evening,D42,0,0
2023,Morning,D42,0,1
2023,Night,D31,0,0
2023,Afternoon,D41,0,0
2023,Night,D42,0,0
2023,Afternoon,D32,0,0
2023,Evening,D41,0,0
2023,Afternoon,D12,0,0
2023,Afternoon,D41,0,1
2023,Night,D43,0,0
2023,Night,D14,0,1
2023,Afternoon,D12,0,1
2023,Evening,D13,0,0
2023,Night,D23,0,0
2023,Afternoon,D31,0,2
2023,Afternoon,D33,0,0
2023,Afternoon,D13,0,0
2023,Morning,D51,0,1
2023,Night,D31,0,0
2023,Evening,D41,0,1
2023,Afternoon,D14,0,1
2023,Night,D13,0,0
2023,Evening,D41,0,0
2023,Evening,D33,0,0
2023,Evening,D14,0,0
2023,Night,D43,1,0
2023,Night,D12,0,0
2023,Evening,D23,0,1
2023,Night,D42,0,1
2023,Afternoon,D53,0,0
2023,Afternoon,D31,0,1
2023,Afternoon,D43,0,2
2023,Night,D14,0,0
2023,Afternoon,D42,0,0
2023,Afternoon,D33,1,2
2023,Afternoon,D23,0,1
2023,Night,D12,0,1
2023,Night,D55,0,0
2023,Night,D13,0,0
2023,Morning,D52,0,0
2023,Evening,D32,0,1
2023,Morning,D13,0,0
2023,Evening,D31,0,0
2023,Night,D41,0,0
2023,Afternoon,D43,0,0
2023,Night,D32,0,2
2023,Night,D12,0,0
2023,Night,D41,0,0
2023,Night,D43,0,0
2023,Night,D41,0,0
2023,Evening,D31,0,0
2023,Evening,D31,0,0
2023,Night,D55,0,0
2023,Evening,D14,1,0
2023,Evening,D12,1,0
2023,Evening,D23,0,0
2023,Evening,D22,0,0
2023,Evening,D11,0,1
2023,Evening,D41,0,0
2023,Night,D23,0,0
2023,Afternoon,D52,0,0
2023,Evening,D31,1,0
2023,Evening,D31,0,1
2023,Afternoon,D32,0,1
2023,Night,D23,0,0
2023,Evening,D23,0,0
2023,Afternoon,D42,0,0
2023,Evening,D22,0,0
2023,Afternoon,D23,0,1
2023,Night,D52,0,1
2023,Morning,D31,0,0
2023,Night,D31,0,0
2023,Evening,D41,0,0
2023,Night,D13,0,0
